EmployeeID,FullName,Gender,Age,MaritalStatus,Education,Department,JobRole,HireDate,TerminationDate,EmploymentStatus,TerminationReason,YearsAtCompany,AnnualSalary,OverTime,DistanceFromHome_km,PerformanceRating,JobSatisfaction,WorkLifeBalance,RecruitmentSource,AbsentDays_LastYear,HireYear,HireMonth
497,Rebecca Miller,Female,23,Single,Bachelor's,Finance,Finance Manager,2022-12-25,,Active,,3.5,41865,Yes,4,3,4,3,Recruitment Agency,10,2022,12
498,Susan Khumalo,Female,44,Single,Diploma,IT,Software Engineer,2019-03-03,,Active,,7.3,60881,No,4,3,2,2,Recruitment Agency,7,2019,3
499,Margaret Botha,Female,31,Single,Bachelor's,Sales,Sales Manager,2025-04-28,,Active,,1.2,29502,Yes,14,1,4,4,Job Portal,6,2025,4
500,Rebecca Jackson,Female,44,Married,Master's,Sales,Account Manager,2026-03-17,2026-05-29,Terminated,Restructuring/Layoff,0.2,47048,No,1,3,3,3,Employee Referral,11,2026,3
501,Mary Smith,Female,31,Married,Bachelor's,Finance,Financial Analyst,2025-05-14,,Active,,1.1,65146,No,4,3,1,1,Employee Referral,9,2025,5
502,Barbara Khumalo,Female,34,Single,Diploma,Sales,Sales Executive,2026-02-22,,Active,,0.4,31231,No,1,2,4,2,Recruitment Agency,9,2026,2
503,Joshua Taylor,Male,20,Single,Diploma,Human Resources,HR Business Partner,2025-02-12,,Active,,1.4,62516,No,8,4,2,3,Job Portal,6,2025,2
504,Ronald Lee,Male,34,Single,Master's,Research & Development,Research Scientist,2017-01-24,,Active,,9.4,57144,Yes,7,2,4,3,LinkedIn,6,2017,1
505,Thomas Hernandez,Male,32,Divorced,Diploma,Research & Development,Manufacturing Director,2022-12-21,,Active,,3.5,49067,Yes,4,4,4,3,LinkedIn,10,2022,12
506,Melissa Perez,Female,49,Married,PhD,Sales,Account Manager,2020-06-27,,Active,,6.0,45073,No,12,4,4,2,Recruitment Agency,4,2020,6
507,Thandiwe Clark,Female,44,Single,Bachelor's,Finance,Accountant,2017-04-08,2018-12-01,Terminated,Restructuring/Layoff,1.6,63195,No,6,3,4,2,LinkedIn,6,2017,4
508,Jeffrey Mahlangu,Male,56,Married,Bachelor's,Human Resources,HR Analyst,2018-01-12,,Active,,8.5,43865,No,5,4,4,3,University Fair,8,2018,1
509,Patricia Rodriguez,Female,34,Married,Master's,Human Resources,HR Analyst,2017-04-07,,Active,,9.2,53621,No,3,4,4,2,LinkedIn,4,2017,4
510,Elizabeth Taylor,Female,34,Divorced,Master's,Finance,Financial Analyst,2023-11-25,,Active,,2.6,44603,No,12,3,3,2,Company Website,7,2023,11
511,Musa Molefe,Male,30,Divorced,Bachelor's,Sales,Sales Manager,2021-10-27,,Active,,4.7,19299,No,4,3,4,4,University Fair,6,2021,10
512,Susan Ramirez,Female,38,Divorced,Bachelor's,Finance,Accountant,2021-05-27,,Active,,5.1,38916,No,10,2,4,4,Company Website,7,2021,5
513,Jason Martinez,Male,31,Single,Bachelor's,Marketing,Marketing Specialist,2016-02-17,,Active,,10.4,51422,No,1,3,4,4,University Fair,8,2016,2
514,Sipho Dlamini,Male,43,Married,Diploma,Marketing,Marketing Specialist,2024-06-04,2025-12-19,Terminated,Retirement,1.5,24692,No,2,1,2,4,LinkedIn,15,2024,6
515,Lwazi Anderson,Male,39,Single,Master's,Human Resources,HR Analyst,2020-07-09,,Active,,6.0,51043,No,1,3,4,3,Recruitment Agency,6,2020,7
516,Laura Molefe,Female,33,Married,Bachelor's,Research & Development,Manufacturing Director,2021-01-05,,Active,,5.5,57621,No,13,2,4,4,Company Website,7,2021,1
517,John Miller,Male,22,Divorced,Master's,Research & Development,Research Scientist,2022-04-01,2025-06-28,Terminated,Resignation - Better Opportunity,3.2,27467,No,4,2,4,4,University Fair,6,2022,4
518,Donna Khumalo,Female,29,Single,Bachelor's,Finance,Payroll Specialist,2019-10-28,,Active,,6.7,43440,No,5,3,4,3,Employee Referral,6,2019,10
519,Cynthia Perez,Female,32,Divorced,Bachelor's,Finance,Payroll Specialist,2024-01-14,,Active,,2.5,27958,No,8,3,2,1,Recruitment Agency,8,2024,1
520,Jessica Miller,Female,20,Divorced,Bachelor's,IT,Data Analyst,2016-01-09,,Active,,10.5,68300,No,3,3,4,4,Job Portal,6,2016,1
521,Bongani Mokoena,Male,23,Married,Master's,Research & Development,Research Scientist,2016-07-06,,Active,,10.0,54819,No,7,2,3,3,Employee Referral,7,2016,7
522,Jeffrey Miller,Male,39,Married,Diploma,Sales,Sales Representative,2018-02-07,,Active,,8.4,31169,No,20,4,1,3,Employee Referral,11,2018,2
523,Cynthia Gonzalez,Female,36,Divorced,Bachelor's,IT,Software Engineer,2024-06-28,,Active,,2.0,49729,Yes,1,3,1,4,Company Website,13,2024,6
524,Sanele Davis,Male,29,Single,PhD,IT,Systems Administrator,2021-02-16,2024-12-25,Terminated,Dismissal - Misconduct,3.9,43529,No,5,3,3,3,Recruitment Agency,9,2021,2
525,Mary Mokoena,Female,40,Divorced,Bachelor's,IT,Systems Administrator,2025-05-28,,Active,,1.1,46046,Yes,1,3,4,3,Employee Referral,7,2025,5
526,Boitumelo Lopez,Female,31,Divorced,Bachelor's,IT,Data Analyst,2017-02-28,,Active,,9.3,37091,No,5,3,1,3,University Fair,11,2017,2
527,Brian Khumalo,Male,41,Single,Master's,Marketing,Brand Manager,2022-10-30,,Active,,3.7,54336,Yes,9,2,3,1,Job Portal,14,2022,10
528,Edward Perez,Male,35,Married,Diploma,Operations,Supply Chain Analyst,2025-01-09,,Active,,1.5,62881,No,12,3,4,3,University Fair,11,2025,1
529,Lwazi Martin,Male,45,Single,Bachelor's,Marketing,Content Strategist,2023-12-25,2026-03-18,Terminated,Dismissal - Misconduct,2.2,53707,No,6,2,3,2,Employee Referral,5,2023,12
530,Emily Thompson,Female,50,Single,Bachelor's,Operations,Operations Manager,2023-12-19,,Active,,2.5,48553,No,7,2,2,3,University Fair,9,2023,12
531,Tumelo Lee,Male,25,Divorced,Bachelor's,IT,IT Support Specialist,2022-04-22,,Active,,4.2,42543,No,4,3,2,3,Company Website,14,2022,4
532,Jeffrey Zulu,Male,28,Single,High School,Research & Development,Manufacturing Director,2025-01-23,,Active,,1.4,48937,Yes,25,3,4,3,LinkedIn,10,2025,1
533,Deborah Martinez,Female,20,Single,Diploma,Sales,Sales Executive,2018-03-29,,Active,,8.3,54529,No,3,3,2,1,Job Portal,13,2018,3
534,Andrew Martinez,Male,38,Single,Master's,Marketing,Content Strategist,2018-04-15,,Active,,8.2,34533,Yes,1,2,3,2,Job Portal,6,2018,4
535,Jacob Miller,Male,32,Married,Bachelor's,Finance,Accountant,2024-04-28,,Active,,2.2,46137,No,2,2,4,3,Employee Referral,7,2024,4
536,Lwazi Jackson,Male,41,Divorced,Bachelor's,IT,Software Engineer,2026-05-22,2026-07-21,Terminated,Dismissal - Performance,0.2,43875,No,3,4,3,4,Job Portal,8,2026,5
537,Amahle Brown,Female,31,Divorced,Master's,Sales,Sales Manager,2018-04-11,2025-05-25,Terminated,Dismissal - Performance,7.1,24743,No,9,2,4,3,Company Website,2,2018,4
538,Ronald Mahlangu,Male,37,Single,Bachelor's,Human Resources,HR Manager,2024-09-14,,Active,,1.8,51075,Yes,5,2,2,4,Job Portal,8,2024,9
539,Jacob Lopez,Male,36,Divorced,PhD,Operations,Operations Analyst,2018-02-04,,Active,,8.4,53869,No,4,3,2,4,University Fair,16,2018,2
540,Jessica Harris,Female,47,Single,Diploma,Sales,Sales Manager,2022-03-29,,Active,,4.3,62481,No,2,4,4,3,University Fair,6,2022,3
541,Dorothy Smith,Female,42,Married,Diploma,Research & Development,Laboratory Technician,2016-06-12,,Active,,10.1,69128,No,1,3,4,3,University Fair,10,2016,6
542,Michael van der Merwe,Male,23,Single,Bachelor's,Marketing,Content Strategist,2021-07-02,2026-02-03,Terminated,Dismissal - Misconduct,4.6,25272,No,1,3,3,3,Company Website,13,2021,7
543,Michelle Mokoena,Female,21,Divorced,High School,Sales,Sales Representative,2021-11-02,,Active,,4.7,26373,Yes,15,2,4,2,Employee Referral,9,2021,11
544,Jeffrey Zulu,Male,44,Married,Bachelor's,Human Resources,HR Business Partner,2019-12-02,2022-07-25,Terminated,Resignation - Personal Reasons,2.6,53776,No,19,3,3,3,Job Portal,10,2019,12
545,Joshua Wilson,Male,34,Divorced,Master's,Operations,Supply Chain Analyst,2022-04-18,,Active,,4.2,63254,No,1,2,4,4,LinkedIn,2,2022,4
546,Jordan Thompson,Non-Binary,36,Married,Bachelor's,Research & Development,Laboratory Technician,2016-06-12,,Active,,10.1,33039,Yes,7,3,4,2,Recruitment Agency,8,2016,6
547,Joseph Harris,Male,46,Married,Master's,Sales,Sales Manager,2016-04-11,,Active,,10.2,58744,Yes,2,3,3,3,University Fair,7,2016,4
548,Lerato Lewis,Female,39,Married,Bachelor's,Human Resources,Recruiter,2026-01-27,,Active,,0.4,23814,No,6,2,2,4,University Fair,10,2026,1
549,Barbara Miller,Female,62,Divorced,High School,Sales,Sales Executive,2023-01-11,,Active,,3.5,46130,No,1,3,4,4,Company Website,3,2023,1
550,Betty Ramirez,Female,39,Divorced,Master's,Marketing,Marketing Manager,2022-01-11,,Active,,4.5,37339,Yes,1,4,2,3,Recruitment Agency,11,2022,1
551,Elizabeth Martinez,Female,35,Married,High School,Sales,Sales Manager,2016-06-04,2017-07-27,Terminated,Resignation - Better Opportunity,1.1,44070,No,8,3,1,3,University Fair,13,2016,6
552,William Molefe,Male,25,Divorced,Bachelor's,Marketing,Content Strategist,2020-07-27,,Active,,5.9,38397,No,10,3,1,3,Recruitment Agency,16,2020,7
553,Ryan Lee,Male,44,Divorced,High School,Sales,Sales Executive,2021-12-30,,Active,,4.5,45914,No,9,4,3,3,University Fair,9,2021,12
554,William Mahlangu,Male,33,Single,Master's,Sales,Sales Executive,2020-01-05,,Active,,6.5,25790,No,3,2,1,3,Job Portal,13,2020,1
555,Donna Botha,Female,36,Divorced,Bachelor's,Sales,Account Manager,2020-04-11,,Active,,6.2,39862,Yes,1,2,2,3,LinkedIn,9,2020,4
556,Thandiwe Hernandez,Female,29,Divorced,Bachelor's,Human Resources,HR Manager,2024-05-16,,Active,,2.1,29795,No,1,3,3,4,Job Portal,7,2024,5
557,Charles Martin,Male,41,Single,Diploma,Finance,Finance Manager,2016-02-15,2022-06-30,Terminated,Dismissal - Misconduct,6.4,48361,No,2,3,3,2,LinkedIn,10,2016,2
558,Naledi Botha,Female,31,Divorced,Diploma,Research & Development,Research Scientist,2019-06-02,,Active,,7.1,76392,Yes,5,2,3,4,Company Website,8,2019,6
559,Riley Wilson,Non-Binary,43,Divorced,Diploma,Research & Development,Laboratory Technician,2017-10-21,,Active,,8.7,59169,No,1,2,2,3,Job Portal,14,2017,10
560,Anthony Davis,Male,42,Divorced,Master's,Sales,Sales Executive,2025-07-19,,Active,,0.9,70414,No,3,2,4,2,Recruitment Agency,6,2025,7
561,Amahle Jones,Female,50,Divorced,High School,Research & Development,Research Scientist,2018-10-23,,Active,,7.7,41449,No,1,3,3,4,University Fair,5,2018,10
562,Thabo Perez,Male,37,Single,Diploma,Research & Development,Laboratory Technician,2017-02-13,,Active,,9.4,60582,Yes,20,3,1,3,Employee Referral,14,2017,2
563,Michelle Dlamini,Female,37,Divorced,Bachelor's,Research & Development,Research Director,2023-10-11,,Active,,2.7,36756,No,13,4,3,1,University Fair,8,2023,10
564,Ronald Lee,Male,25,Single,Bachelor's,Operations,Operations Manager,2016-01-20,,Active,,10.4,31009,No,4,1,3,4,Company Website,9,2016,1
565,Sharon Moore,Female,43,Married,Master's,Marketing,Marketing Manager,2023-08-15,2025-11-02,Terminated,Retirement,2.2,20094,No,3,4,4,4,Recruitment Agency,10,2023,8
566,Timothy Martin,Male,47,Single,Bachelor's,Human Resources,HR Business Partner,2017-12-20,,Active,,8.5,52627,No,5,1,3,4,Job Portal,7,2017,12
567,Sarah Zulu,Female,45,Single,High School,Sales,Sales Executive,2024-02-27,,Active,,2.3,70873,Yes,17,3,3,3,University Fair,9,2024,2
568,John Mahlangu,Male,42,Married,High School,Finance,Accountant,2026-03-01,,Active,,0.3,39031,No,2,3,2,4,University Fair,9,2026,3
569,Tumelo Nkosi,Male,38,Divorced,Bachelor's,Finance,Accountant,2020-02-07,,Active,,6.4,65977,Yes,5,3,1,3,Company Website,16,2020,2
570,Joshua Rodriguez,Male,29,Single,High School,Human Resources,HR Business Partner,2020-06-13,2024-09-10,Terminated,Dismissal - Misconduct,4.2,50116,No,2,2,3,3,University Fair,8,2020,6
571,Daniel Khumalo,Male,41,Divorced,Bachelor's,Sales,Sales Representative,2018-01-03,,Active,,8.5,49452,No,2,2,3,3,Company Website,11,2018,1
572,Karen Nkosi,Female,35,Single,Master's,Operations,Operations Analyst,2018-06-15,,Active,,8.0,92244,Yes,3,2,1,2,LinkedIn,7,2018,6
573,Andrew White,Male,36,Married,Master's,Sales,Sales Representative,2021-10-22,,Active,,4.7,44293,No,5,3,3,3,Recruitment Agency,10,2021,10
574,Sipho Robinson,Male,28,Divorced,Bachelor's,Marketing,Marketing Specialist,2023-04-10,2025-04-02,Terminated,Resignation - Better Opportunity,2.0,56908,No,29,3,3,1,Company Website,11,2023,4
575,Kimberly Taylor,Female,39,Married,Bachelor's,Finance,Accountant,2020-03-22,,Active,,6.3,57949,No,4,3,3,1,University Fair,11,2020,3
576,William Mokoena,Male,46,Married,Bachelor's,Sales,Sales Representative,2021-10-16,,Active,,4.7,37134,Yes,4,4,2,3,Recruitment Agency,12,2021,10
577,Sipho Botha,Male,37,Single,Diploma,Sales,Sales Representative,2020-12-06,,Active,,5.6,77933,Yes,1,4,3,3,University Fair,14,2020,12
578,Kenneth Wilson,Male,32,Married,Diploma,Sales,Sales Representative,2020-01-23,2021-07-20,Terminated,Restructuring/Layoff,1.5,35335,No,2,3,4,3,Company Website,14,2020,1
579,Joseph Nkosi,Male,37,Divorced,Bachelor's,Finance,Payroll Specialist,2018-05-13,,Active,,8.1,52455,No,5,3,4,3,Recruitment Agency,9,2018,5
580,Patricia Thomas,Female,21,Single,Bachelor's,Sales,Sales Representative,2017-07-05,,Active,,9.0,27298,No,5,2,3,2,University Fair,13,2017,7
581,Karen Brown,Female,42,Divorced,PhD,Sales,Sales Representative,2021-10-17,2024-03-25,Terminated,Dismissal - Misconduct,2.4,40265,Yes,2,2,2,4,LinkedIn,13,2021,10
582,Emily Garcia,Female,27,Single,Bachelor's,Sales,Account Manager,2025-09-22,,Active,,0.8,42293,No,10,3,1,4,Recruitment Agency,7,2025,9
583,Charles Mahlangu,Male,42,Married,Bachelor's,Marketing,Marketing Manager,2022-12-27,,Active,,3.5,75096,No,7,3,4,1,Employee Referral,8,2022,12
584,Carol Robinson,Female,43,Single,Bachelor's,Finance,Financial Analyst,2018-07-30,,Active,,7.9,52496,Yes,1,3,3,2,LinkedIn,10,2018,7
585,Patricia Gonzalez,Female,34,Married,High School,Human Resources,HR Analyst,2025-04-08,2025-08-22,Terminated,Dismissal - Misconduct,0.4,71032,No,4,3,3,1,University Fair,11,2025,4
586,Jennifer Zulu,Female,37,Single,Bachelor's,Human Resources,HR Business Partner,2017-01-16,,Active,,9.5,46315,No,11,3,2,2,University Fair,13,2017,1
587,Zanele Smith,Female,53,Single,Bachelor's,Marketing,Brand Manager,2021-11-08,,Active,,4.6,49777,No,1,3,2,2,Company Website,8,2021,11
588,Kagiso Ramirez,Male,25,Married,Master's,Sales,Account Manager,2024-11-08,,Active,,1.6,69367,No,2,3,1,1,University Fair,15,2024,11
589,Musa Miller,Male,42,Single,Master's,Research & Development,Research Director,2021-05-08,,Active,,5.1,71136,No,2,3,3,3,Job Portal,12,2021,5
590,Zanele Clark,Female,29,Single,Bachelor's,Sales,Sales Executive,2023-12-14,,Active,,2.5,54712,Yes,3,3,3,3,University Fair,6,2023,12
591,Palesa Davis,Female,47,Married,Diploma,Human Resources,HR Analyst,2023-05-05,,Active,,3.2,60521,No,7,3,2,4,Recruitment Agency,13,2023,5
592,Melissa Miller,Female,41,Married,Master's,Sales,Sales Manager,2018-12-06,,Active,,7.6,65225,No,10,3,2,3,University Fair,10,2018,12
593,Ronald van der Merwe,Male,40,Divorced,Bachelor's,Sales,Account Manager,2024-06-19,2025-03-14,Terminated,Dismissal - Performance,0.7,54697,No,11,4,4,4,Recruitment Agency,4,2024,6
594,Matthew White,Male,33,Divorced,PhD,Human Resources,HR Analyst,2018-11-05,,Active,,7.7,55875,No,5,4,3,2,Job Portal,10,2018,11
595,Stephanie Rodriguez,Female,29,Divorced,Diploma,Marketing,Marketing Specialist,2024-05-21,,Active,,2.1,71664,No,1,3,3,3,Employee Referral,11,2024,5
596,Susan Wilson,Female,27,Divorced,Bachelor's,Human Resources,Recruiter,2024-12-24,2025-11-30,Terminated,Dismissal - Misconduct,0.9,18000,No,2,3,3,2,LinkedIn,8,2024,12
597,Daniel Harris,Male,37,Single,High School,Operations,Operations Analyst,2025-01-07,,Active,,1.5,35764,No,5,4,3,3,Recruitment Agency,12,2025,1
598,Ryan Garcia,Male,28,Married,High School,Sales,Sales Representative,2020-02-27,2021-03-20,Terminated,Dismissal - Misconduct,1.1,53942,Yes,3,3,1,4,Recruitment Agency,17,2020,2
599,Palesa Jackson,Female,55,Single,Bachelor's,IT,Software Engineer,2024-09-03,2025-04-30,Terminated,Restructuring/Layoff,0.7,32651,Yes,15,3,3,4,Employee Referral,12,2024,9
600,Kagiso Jackson,Male,48,Single,Diploma,Sales,Sales Representative,2022-11-24,,Active,,3.6,47030,No,19,3,3,3,Job Portal,10,2022,11
601,Steven Smith,Male,36,Married,Bachelor's,Operations,Operations Analyst,2019-02-04,2023-09-27,Terminated,Retirement,4.6,18000,No,1,3,3,3,University Fair,10,2019,2
602,Margaret Mokoena,Female,37,Married,High School,Sales,Sales Executive,2026-04-22,,Active,,0.2,26870,Yes,9,3,2,3,Company Website,15,2026,4
603,Amahle Mahlangu,Female,44,Single,Bachelor's,Research & Development,Research Director,2018-07-15,,Active,,8.0,27612,No,1,3,4,2,Recruitment Agency,10,2018,7
604,Edward Molefe,Male,31,Divorced,Bachelor's,Sales,Sales Representative,2020-07-25,,Active,,5.9,33583,No,3,2,2,1,LinkedIn,13,2020,7
605,Lwazi Jackson,Male,53,Married,Bachelor's,Research & Development,Research Scientist,2025-01-01,,Active,,1.5,46897,No,1,3,3,3,University Fair,8,2025,1
606,Naledi Taylor,Female,47,Single,Bachelor's,IT,Systems Administrator,2022-04-25,,Active,,4.2,34353,Yes,1,3,3,2,Job Portal,14,2022,4
607,Cynthia Robinson,Female,46,Single,Diploma,Marketing,Marketing Specialist,2021-05-28,,Active,,5.1,40324,Yes,10,3,2,3,Recruitment Agency,12,2021,5
608,Sandra Anderson,Female,33,Single,Bachelor's,IT,Systems Administrator,2019-12-17,,Active,,6.5,49384,Yes,1,3,4,4,Company Website,12,2019,12
609,Dorothy Thomas,Female,34,Married,Bachelor's,Research & Development,Manufacturing Director,2023-07-22,,Active,,2.9,37163,No,3,3,4,1,LinkedIn,5,2023,7
610,Amahle Lopez,Female,32,Married,Master's,Human Resources,Recruiter,2018-06-14,,Active,,8.0,50667,No,3,2,3,3,Employee Referral,7,2018,6
611,Anthony Dlamini,Male,41,Married,Diploma,IT,Data Analyst,2024-03-31,,Active,,2.2,48127,No,13,3,2,2,Employee Referral,13,2024,3
612,Sandra Gonzalez,Female,44,Single,Master's,Marketing,Content Strategist,2017-09-30,,Active,,8.8,62605,No,3,2,3,3,LinkedIn,5,2017,9
613,Nomvula van der Merwe,Female,37,Divorced,Bachelor's,Sales,Sales Executive,2025-07-05,,Active,,1.0,65258,Yes,2,3,4,4,Job Portal,13,2025,7
614,Nomvula Molefe,Female,35,Divorced,PhD,Marketing,Brand Manager,2018-01-19,,Active,,8.4,51101,No,1,4,2,2,Job Portal,10,2018,1
615,Stephanie Anderson,Female,29,Married,Bachelor's,IT,Data Analyst,2016-08-09,,Active,,9.9,44930,No,4,3,4,2,Recruitment Agency,5,2016,8
616,Tumelo Williams,Male,49,Single,Bachelor's,Human Resources,HR Analyst,2025-08-25,,Active,,0.8,43238,No,9,1,3,3,Recruitment Agency,3,2025,8
617,Jessica Mokoena,Female,45,Married,Bachelor's,Human Resources,HR Business Partner,2016-02-18,,Active,,10.4,63097,Yes,21,3,2,3,University Fair,15,2016,2
618,Susan Lee,Female,38,Single,Bachelor's,Research & Development,Research Director,2018-02-05,,Active,,8.4,31722,Yes,28,4,4,2,Job Portal,12,2018,2
619,Sipho van der Merwe,Male,24,Married,Bachelor's,Research & Development,Laboratory Technician,2021-08-04,,Active,,4.9,24682,No,6,3,1,2,Company Website,12,2021,8
620,Melissa White,Female,32,Single,Diploma,Marketing,Content Strategist,2021-01-20,,Active,,5.4,49505,No,6,4,3,3,University Fair,11,2021,1
621,Paul Miller,Male,43,Married,Bachelor's,IT,Data Analyst,2022-03-24,,Active,,4.3,37567,No,7,3,3,3,Employee Referral,14,2022,3
622,Karen Martinez,Female,33,Single,Bachelor's,Human Resources,HR Business Partner,2017-12-24,,Active,,8.5,58462,No,15,4,2,3,Company Website,6,2017,12
623,Kagiso Zulu,Male,46,Divorced,Diploma,IT,Systems Administrator,2019-05-13,,Active,,7.1,24349,No,28,2,3,4,LinkedIn,10,2019,5
624,Stephanie Miller,Female,31,Married,Master's,IT,Software Engineer,2018-06-01,,Active,,8.1,38948,Yes,1,3,1,1,Company Website,13,2018,6
625,Richard Lewis,Male,50,Divorced,Bachelor's,IT,IT Support Specialist,2020-01-18,,Active,,6.5,21358,No,1,3,4,4,Job Portal,7,2020,1
626,Timothy Johnson,Male,44,Divorced,Diploma,Research & Development,Research Director,2025-09-22,2026-05-13,Terminated,Dismissal - Misconduct,0.6,53104,Yes,3,2,3,4,Company Website,9,2025,9
627,Zanele Lopez,Female,41,Divorced,Bachelor's,Operations,Logistics Coordinator,2019-12-25,2023-10-16,Terminated,Restructuring/Layoff,3.8,43985,No,4,4,2,2,Recruitment Agency,8,2019,12
628,David Harris,Male,41,Married,Bachelor's,Finance,Payroll Specialist,2023-01-31,2024-01-22,Terminated,Resignation - Personal Reasons,1.0,80468,No,60,4,4,4,Recruitment Agency,2,2023,1
629,Naledi Sanchez,Female,35,Single,Diploma,Marketing,Marketing Specialist,2016-11-20,,Active,,9.6,37942,No,11,4,1,1,Job Portal,14,2016,11
630,Michelle Jackson,Female,25,Married,Master's,IT,Systems Administrator,2019-01-16,,Active,,7.5,37710,No,5,3,3,2,Company Website,11,2019,1
631,Sanele Mokoena,Male,38,Single,Diploma,Operations,Supply Chain Analyst,2017-11-16,2020-02-07,Terminated,Resignation - Better Opportunity,2.2,39787,Yes,29,4,1,3,Company Website,10,2017,11
632,Andrew Garcia,Male,37,Married,High School,Sales,Account Manager,2017-02-25,,Active,,9.3,59568,No,2,4,4,3,University Fair,5,2017,2
633,Michael Johnson,Male,34,Single,Diploma,IT,Software Engineer,2017-03-01,,Active,,9.3,54834,No,23,3,2,3,LinkedIn,9,2017,3
634,Jason Martin,Male,46,Single,Diploma,Sales,Sales Manager,2020-12-20,2024-08-24,Terminated,Resignation - Personal Reasons,3.7,46893,No,11,3,4,3,LinkedIn,4,2020,12
635,Jennifer Thompson,Female,33,Divorced,PhD,Marketing,Content Strategist,2025-09-09,2026-03-09,Terminated,Dismissal - Performance,0.5,38541,Yes,19,1,4,2,Job Portal,11,2025,9
636,Bongani Lewis,Male,32,Divorced,Bachelor's,Sales,Sales Representative,2022-08-17,,Active,,3.9,40592,No,7,2,1,4,Company Website,12,2022,8
637,Naledi Ramirez,Female,20,Divorced,Bachelor's,Human Resources,Recruiter,2026-03-11,,Active,,0.3,81521,No,5,3,2,1,Employee Referral,11,2026,3
638,Barbara Lewis,Female,47,Single,Diploma,Research & Development,Manufacturing Director,2018-11-30,,Active,,7.6,67822,No,17,4,4,3,LinkedIn,5,2018,11
639,Taylor Thompson,Non-Binary,48,Married,Master's,Research & Development,Research Scientist,2023-09-18,,Active,,2.8,78731,No,1,3,4,3,Job Portal,7,2023,9
640,James Ramirez,Male,27,Married,High School,IT,Data Analyst,2024-12-07,,Active,,1.6,58363,No,7,4,3,3,Employee Referral,6,2024,12
641,Jeffrey Ndlovu,Male,27,Divorced,Bachelor's,Research & Development,Laboratory Technician,2017-10-30,,Active,,8.7,51693,Yes,7,2,4,1,Recruitment Agency,12,2017,10
642,Deborah Anderson,Female,43,Divorced,Diploma,Sales,Account Manager,2023-01-05,,Active,,3.5,76717,Yes,5,4,3,3,Company Website,11,2023,1
643,Kimberly Jackson,Female,33,Single,Diploma,Finance,Finance Manager,2020-08-18,,Active,,5.9,56185,Yes,12,3,2,2,Employee Referral,13,2020,8
644,Thomas Jackson,Male,42,Married,Bachelor's,Sales,Account Manager,2022-12-05,2025-08-18,Terminated,Retirement,2.7,44206,No,3,3,3,3,Employee Referral,5,2022,12
645,Michelle Johnson,Female,48,Married,PhD,Sales,Sales Executive,2018-01-31,,Active,,8.4,63500,No,3,3,3,3,Job Portal,6,2018,1
646,Thomas Lewis,Male,44,Married,Diploma,IT,Data Analyst,2017-01-04,,Active,,9.5,64436,Yes,5,2,3,3,Employee Referral,7,2017,1
647,George Clark,Male,38,Single,Bachelor's,Research & Development,Manufacturing Director,2020-03-01,,Active,,6.3,50957,Yes,6,4,4,3,Job Portal,7,2020,3
648,David Martinez,Male,44,Married,Diploma,Sales,Account Manager,2016-10-19,2023-01-20,Terminated,Dismissal - Performance,6.3,60160,Yes,5,3,4,3,Recruitment Agency,10,2016,10
649,James Davis,Male,39,Married,Master's,Operations,Operations Manager,2020-04-25,,Active,,6.2,42145,Yes,9,3,1,3,Employee Referral,21,2020,4
650,Robert Gonzalez,Male,45,Divorced,Bachelor's,Human Resources,HR Business Partner,2021-11-04,2025-09-27,Terminated,Resignation - Personal Reasons,3.9,48180,No,9,3,4,4,Job Portal,4,2021,11
651,Michelle Hernandez,Female,39,Married,Diploma,Finance,Financial Analyst,2024-05-08,2026-01-20,Terminated,Dismissal - Misconduct,1.7,45604,No,5,3,4,3,Company Website,6,2024,5
652,Donna Gonzalez,Female,38,Single,PhD,Research & Development,Research Scientist,2025-09-07,2026-04-25,Terminated,Resignation - Personal Reasons,0.6,33359,No,1,3,4,3,Company Website,9,2025,9
653,Ryan Lee,Male,34,Single,Diploma,Sales,Sales Manager,2022-07-22,,Active,,3.9,52338,No,29,3,4,1,LinkedIn,7,2022,7
654,Robert Mahlangu,Male,31,Married,Bachelor's,IT,Systems Administrator,2023-09-20,,Active,,2.8,25010,No,16,3,3,2,LinkedIn,9,2023,9
655,Steven Hernandez,Male,34,Single,Bachelor's,Human Resources,Recruiter,2024-07-08,,Active,,2.0,59767,No,5,3,3,3,Job Portal,6,2024,7
656,Charles Zulu,Male,31,Divorced,Diploma,IT,Data Analyst,2021-06-21,,Active,,5.0,65817,No,3,4,3,3,Company Website,12,2021,6
657,Riley Lewis,Non-Binary,36,Divorced,Bachelor's,IT,Software Engineer,2023-09-24,,Active,,2.8,62213,No,1,3,3,3,Employee Referral,7,2023,9
658,Dorothy Williams,Female,51,Single,Bachelor's,Human Resources,HR Analyst,2022-04-08,2024-01-31,Terminated,Dismissal - Misconduct,1.8,67778,No,12,2,2,4,University Fair,5,2022,4
659,Matthew Zulu,Male,34,Divorced,Master's,Research & Development,Manufacturing Director,2019-02-01,,Active,,7.4,30929,No,12,4,3,4,University Fair,7,2019,2
660,Nancy Jones,Female,20,Divorced,Master's,Human Resources,HR Analyst,2019-04-26,,Active,,7.2,51539,No,11,4,4,2,Job Portal,13,2019,4
661,Gary Smith,Male,62,Single,Diploma,IT,Systems Administrator,2024-03-24,,Active,,2.3,56987,No,1,3,3,3,University Fair,9,2024,3
